Region,Province,Type_of_consumer,Year, User , KWh 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดเล็ก,2563," 25,668 "," 160,925,588 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดเล็ก,2564," 25,784 "," 162,571,762 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดเล็ก,2565," 26,069 "," 165,116,740 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดใหญ่,2556, 19 ," 95,086,417 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดใหญ่,2557, 21 ," 99,324,449 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดใหญ่,2558, 24 ," 110,510,966 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดใหญ่,2559, 26 ," 120,587,490 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดใหญ่,2560, 32 ," 124,825,654 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดใหญ่,2561, 31 ," 124,176,020 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดใหญ่,2562, 34 ," 127,773,790 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดใหญ่,2563, 40 ," 132,800,883 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดใหญ่,2564, 41 ," 132,988,911 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการขนาดใหญ่,2565, 43 ," 131,636,659 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการเฉพาะอย่าง,2556, 124 ," 18,203,823 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการเฉพาะอย่าง,2557, 105 ," 16,164,208 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการเฉพาะอย่าง,2558, 124 ," 17,509,665 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการเฉพาะอย่าง,2559, 152 ," 20,154,553 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการเฉพาะอย่าง,2560, 119 ," 17,577,395 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการเฉพาะอย่าง,2561, 131 ," 16,978,474 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการเฉพาะอย่าง,2562, 140 ," 19,387,202 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการเฉพาะอย่าง,2563, 128 ," 16,177,616 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการเฉพาะอย่าง,2564, 116 ," 14,591,509 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กิจการเฉพาะอย่าง,2565, 139 ," 17,188,351 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2556," 38,630 "," 103,568,047 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2557," 43,709 "," 112,716,526 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2558," 49,288 "," 128,652,525 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2559," 54,471 "," 149,096,036 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2560," 59,544 "," 155,380,518 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2561," 62,876 "," 162,934,405 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2562," 69,709 "," 196,751,728 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2563," 81,588 "," 205,643,190 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2564," 94,369 "," 247,891,215 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2565," 94,431 "," 249,413,436 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2556," 193,681 "," 145,057,732 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2557," 195,361 "," 149,028,336 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2558," 195,561 "," 149,966,214 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2559," 196,631 "," 151,258,590 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2560," 197,178 "," 150,898,789 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2561," 199,611 "," 152,347,146 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2562," 199,212 "," 154,232,625 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2563," 195,835 "," 172,562,880 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2564," 190,990 "," 158,021,129 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บ้านอยู่อาศัย,2565," 196,425 "," 150,165,885 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สถานีอัดประจุไฟฟ้า,2556, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สถานีอัดประจุไฟฟ้า,2557, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สถานีอัดประจุไฟฟ้า,2558, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สถานีอัดประจุไฟฟ้า,2559, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สถานีอัดประจุไฟฟ้า,2560, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สถานีอัดประจุไฟฟ้า,2561, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สถานีอัดประจุไฟฟ้า,2562, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สถานีอัดประจุไฟฟ้า,2563, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สถานีอัดประจุไฟฟ้า,2564, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สถานีอัดประจุไฟฟ้า,2565, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สูบน้ำเพื่อการเกษตร,2556, 109 ," 7,405,396 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สูบน้ำเพื่อการเกษตร,2557, 112 ," 13,468,838 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สูบน้ำเพื่อการเกษตร,2558, 114 ," 4,961,813 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สูบน้ำเพื่อการเกษตร,2559, 114 ," 3,185,715 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สูบน้ำเพื่อการเกษตร,2560, 115 ," 6,824,393 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สูบน้ำเพื่อการเกษตร,2561, 119 ," 9,727,340 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สูบน้ำเพื่อการเกษตร,2562, 126 ," 6,809,890 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สูบน้ำเพื่อการเกษตร,2563, 121 ," 4,287,013 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สูบน้ำเพื่อการเกษตร,2564, 123 ," 11,673,720 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,สูบน้ำเพื่อการเกษตร,2565, 117 ," 8,842,431 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2556, 5 ," 3,178 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2557, 1 , 45 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2558, 1 , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2559, 1 , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2560, 2 ," 8,552 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2561, 2 ," 10,893 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2562, 3 ," 14,841 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2563, 3 ," 22,194 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2564, 2 ," 15,763 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2565, 4 ," 91,981 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟชั่วคราว,2556," 2,988 "," 5,600,403 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟชั่วคราว,2557," 3,114 "," 8,661,185 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟชั่วคราว,2558," 3,249 "," 5,600,485 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟชั่วคราว,2559," 3,617 "," 6,049,059 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟชั่วคราว,2560," 4,062 "," 6,075,531 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟชั่วคราว,2561," 4,407 "," 6,480,185 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟชั่วคราว,2562," 4,761 "," 6,940,554 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟชั่วคราว,2563," 5,166 "," 6,725,025 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟชั่วคราว,2564," 5,513 "," 6,660,845 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟชั่วคราว,2565," 5,869 "," 6,649,283 "
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2556, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2557, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2558, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2559, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2560, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2561, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2562, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2563, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2564, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2565, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟสำรอง,2556, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟสำรอง,2557, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟสำรอง,2558, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟสำรอง,2559, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟสำรอง,2560, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟสำรอง,2561, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟสำรอง,2562, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟสำรอง,2563, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟสำรอง,2564, - , - 
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไฟสำรอง,2565, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดกลาง,2556, 180 ," 36,166,285 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดกลาง,2557, 195 ," 38,821,831 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดกลาง,2558, 216 ," 43,683,098 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดกลาง,2559, 229 ," 42,813,936 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดกลาง,2560, 232 ," 42,251,356 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดกลาง,2561, 229 ," 43,567,801 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดกลาง,2562, 246 ," 46,704,558 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดกลาง,2563, 250 ," 43,717,545 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดกลาง,2564, 256 ," 47,241,260 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดกลาง,2565, 266 ," 49,364,729 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดเล็ก,2556," 7,450 "," 44,191,473 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดเล็ก,2557," 7,935 "," 47,853,281 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดเล็ก,2558," 8,407 "," 50,747,061 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดเล็ก,2559," 9,117 "," 52,776,727 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดเล็ก,2560," 9,663 "," 53,396,018 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดเล็ก,2561," 9,842 "," 55,144,607 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดเล็ก,2562," 9,965 "," 60,136,636 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดเล็ก,2563," 9,850 "," 60,218,546 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดเล็ก,2564," 9,740 "," 62,152,378 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดเล็ก,2565," 9,798 "," 61,640,642 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดใหญ่,2556, 9 ," 43,820,416 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดใหญ่,2557, 10 ," 51,668,699 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดใหญ่,2558, 11 ," 66,835,519 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดใหญ่,2559, 13 ," 71,095,656 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดใหญ่,2560, 15 ," 73,543,248 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดใหญ่,2561, 15 ," 69,660,580 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดใหญ่,2562, 16 ," 73,442,894 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดใหญ่,2563, 16 ," 79,304,139 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดใหญ่,2564, 15 ," 86,499,286 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการขนาดใหญ่,2565, 17 ," 85,197,209 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการเฉพาะอย่าง,2556, 33 ," 6,732,345 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการเฉพาะอย่าง,2557, 34 ," 7,169,455 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการเฉพาะอย่าง,2558, 38 ," 7,694,689 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการเฉพาะอย่าง,2559, 42 ," 7,744,835 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการเฉพาะอย่าง,2560, 43 ," 7,258,072 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการเฉพาะอย่าง,2561, 39 ," 7,413,632 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการเฉพาะอย่าง,2562, 42 ," 7,828,351 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการเฉพาะอย่าง,2563, 42 ," 5,803,103 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการเฉพาะอย่าง,2564, 38 ," 4,996,971 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กิจการเฉพาะอย่าง,2565, 33 ," 6,317,583 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2556," 16,309 "," 42,323,198 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2557," 18,068 "," 46,997,140 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2558," 19,638 "," 52,233,098 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2559," 21,203 "," 57,472,675 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2560," 22,450 "," 58,019,496 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2561," 23,261 "," 59,909,454 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2562," 24,495 "," 69,055,572 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2563," 28,197 "," 72,864,865 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2564," 32,929 "," 87,528,266 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2565," 33,086 "," 85,275,520 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2556," 65,973 "," 47,077,276 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2557," 66,230 "," 48,909,813 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2558," 66,564 "," 49,171,881 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2559," 66,885 "," 49,314,457 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2560," 67,079 "," 48,857,513 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2561," 67,305 "," 49,312,904 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2562," 67,502 "," 49,750,379 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2563," 66,117 "," 54,672,616 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2564," 63,586 "," 51,408,842 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,บ้านอยู่อาศัย,2565," 65,609 "," 49,468,784 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สถานีอัดประจุไฟฟ้า,2556, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สถานีอัดประจุไฟฟ้า,2557, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สถานีอัดประจุไฟฟ้า,2558, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สถานีอัดประจุไฟฟ้า,2559, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สถานีอัดประจุไฟฟ้า,2560, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สถานีอัดประจุไฟฟ้า,2561, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สถานีอัดประจุไฟฟ้า,2562, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สถานีอัดประจุไฟฟ้า,2563, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สถานีอัดประจุไฟฟ้า,2564, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สถานีอัดประจุไฟฟ้า,2565, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สูบน้ำเพื่อการเกษตร,2556, 51 ," 1,239,274 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สูบน้ำเพื่อการเกษตร,2557, 50 ," 1,550,665 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สูบน้ำเพื่อการเกษตร,2558, 51 ," 1,508,249 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สูบน้ำเพื่อการเกษตร,2559, 59 ," 1,605,639 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สูบน้ำเพื่อการเกษตร,2560, 72 ," 1,058,751 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สูบน้ำเพื่อการเกษตร,2561, 77 ," 1,256,928 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สูบน้ำเพื่อการเกษตร,2562, 85 ," 2,537,077 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สูบน้ำเพื่อการเกษตร,2563, 89 ," 2,979,636 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สูบน้ำเพื่อการเกษตร,2564, 100 ," 2,316,032 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สูบน้ำเพื่อการเกษตร,2565, 89 ," 1,608,139 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2556, 3 ," 2,052 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2557, 1 ," 1,855 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2558, - ," 1,068 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2559, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2560, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2561, 1 , 421 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2562, 1 ," 1,137 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2563, 1 , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2564, 1 , 606 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2565, 3 , 757 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟชั่วคราว,2556," 2,097 "," 3,634,435 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟชั่วคราว,2557," 2,392 "," 4,678,629 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟชั่วคราว,2558," 2,506 "," 3,982,928 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟชั่วคราว,2559," 2,749 "," 3,981,968 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟชั่วคราว,2560," 3,008 "," 4,317,762 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟชั่วคราว,2561," 3,095 "," 3,939,448 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟชั่วคราว,2562," 3,297 "," 4,592,044 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟชั่วคราว,2563," 3,589 "," 4,683,335 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟชั่วคราว,2564," 3,816 "," 4,318,836 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟชั่วคราว,2565," 4,102 "," 4,050,365 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2556, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2557, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2558, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2559, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2560, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2561, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2562, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2563, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2564, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2565, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟสำรอง,2556, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟสำรอง,2557, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟสำรอง,2558, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟสำรอง,2559, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟสำรอง,2560, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟสำรอง,2561, - , - 
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟสำรอง,2562, 1 ," 604,800 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟสำรอง,2563, 1 ," 570,000 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟสำรอง,2564, 1 ," 528,600 "
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไฟสำรอง,2565, 1 ," 536,400 "
ภาคตะวันออกเฉียงเหนือ,ยโสธร,กิจการขนาดกลาง,2556, 230 ," 56,873,728 "
